,transactionId,productId,customerId,transactionDate,onlineOrder,orderStatus,brand,productLine,productClass,productSize,listPrice,standardCost,productFirstSoldDate
5447,6257,77,951,2017-10-08,False,Approved,Norco Bicycles,Road,medium,large,1240.31,+ACQ-795.10,40553.0
5448,6258,12,2654,2017-09-12,False,Approved,WeareA2B,Standard,medium,medium,1231.15,+ACQ-161.60,38216.0
5449,6259,73,44,2017-04-28,True,Approved,Solex,Standard,medium,medium,1945.43,+ACQ-333.18,38193.0
5450,6260,63,1132,2017-10-18,True,Approved,Solex,Standard,medium,medium,1483.2,+ACQ-99.59,40487.0
5451,6262,26,3399,2017-04-04,False,Approved,WeareA2B,Standard,medium,medium,1992.93,+ACQ-762.63,34115.0
5452,6264,48,2573,2017-06-25,False,Approved,WeareA2B,Standard,medium,medium,1762.96,+ACQ-950.52,41848.0
5453,6265,45,44,2017-09-29,False,Approved,Solex,Standard,medium,medium,441.49,+ACQ-84.99,39427.0
5454,6266,69,1990,2017-04-24,True,Approved,Norco Bicycles,Road,medium,large,1240.31,+ACQ-795.10,40553.0
5455,6267,3,724,2017-09-02,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,+ACQ-388.92,36146.0
5456,6268,81,2944,2017-07-13,False,Approved,Norco Bicycles,Standard,medium,small,586.45,+ACQ-521.94,33429.0
5457,6270,45,84,2017-04-04,False,Approved,Solex,Standard,medium,medium,441.49,+ACQ-84.99,39427.0
5458,6271,98,1706,2017-04-17,True,Approved,OHM Cycles,Standard,medium,medium,795.34,+ACQ-101.58,35707.0
5459,6272,91,1707,2017-09-08,False,Approved,WeareA2B,Standard,low,medium,642.31,+ACQ-513.85,41922.0
5460,6273,35,392,2017-04-15,True,Approved,Trek Bicycles,Standard,low,medium,1057.51,+ACQ-154.40,34527.0
5461,6275,22,3209,2017-01-25,False,Approved,WeareA2B,Standard,medium,medium,60.34,+ACQ-45.26,34165.0
5462,6276,22,2073,2017-12-12,False,Cancelled,Solex,Standard,medium,medium,575.27,+ACQ-431.45,42404.0
5463,6277,2,156,2017-06-18,False,Approved,Solex,Standard,medium,medium,71.49,+ACQ-53.62,38258.0
5464,6278,100,1893,2017-01-27,False,Approved,Norco Bicycles,Road,medium,medium,1036.59,+ACQ-206.35,33364.0
5465,6279,79,1972,2017-09-06,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,+ACQ-818.01,42218.0
5466,6281,48,2861,2017-10-18,True,Approved,WeareA2B,Standard,medium,medium,1762.96,+ACQ-950.52,37668.0
5467,6284,58,2629,2017-03-17,True,Approved,OHM Cycles,Road,medium,medium,1280.28,+ACQ-829.51,37220.0
5468,6286,74,2146,2017-01-04,True,Approved,WeareA2B,Standard,medium,medium,1228.07,+ACQ-400.91,36668.0
5469,6287,32,1260,2017-08-07,False,Approved,Giant Bicycles,Standard,medium,medium,642.7,+ACQ-211.37,37337.0
5470,6288,43,740,2017-10-30,True,Approved,Solex,Standard,medium,medium,1151.96,+ACQ-649.49,36498.0
5471,6289,97,2217,2017-05-12,True,Approved,Solex,Standard,medium,large,202.62,+ACQ-151.96,42458.0
5472,6290,25,199,2017-12-15,True,Approved,Giant Bicycles,Road,medium,medium,1538.99,+ACQ-829.65,42404.0
5473,6291,4,2866,2017-10-13,False,Approved,Solex,Standard,medium,medium,1483.2,+ACQ-99.59,36146.0
5474,6293,10,124,2017-03-18,True,Approved,Solex,Standard,medium,medium,1945.43,+ACQ-333.18,40553.0
5475,6294,2,627,2017-11-02,False,Approved,Giant Bicycles,Road,low,small,590.26,+ACQ-525.33,40487.0
5476,6295,55,668,2017-12-24,False,Approved,Trek Bicycles,Road,medium,large,1894.19,+ACQ-598.76,37823.0
5477,6296,62,2620,2017-07-03,True,Approved,Solex,Standard,medium,medium,478.16,+ACQ-298.72,34143.0
5478,6297,53,1221,2017-02-26,False,Approved,Giant Bicycles,Standard,high,medium,1274.93,+ACQ-764.96,34586.0
5479,6298,23,3361,2017-02-16,False,Approved,Norco Bicycles,Mountain,low,small,688.63,+ACQ-612.88,41009.0
5480,6299,3,153,2017-10-02,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,+ACQ-388.92,38573.0
5481,6300,19,108,2017-12-14,True,Approved,Trek Bicycles,Mountain,low,medium,574.64,+ACQ-459.71,40784.0
5482,6301,22,1094,2017-01-15,True,Approved,Solex,Standard,medium,medium,575.27,+ACQ-431.45,41345.0
5483,6302,30,788,2017-11-21,True,Approved,Solex,Standard,high,medium,748.17,+ACQ-448.90,33552.0
5484,6303,0,2389,2017-10-20,True,Approved,OHM Cycles,Road,high,large,12.01,+ACQ-7.21,39880.0
5485,6304,0,2109,2017-01-31,True,Approved,Solex,Standard,medium,medium,100.35,+ACQ-75.26,41434.0
5486,6305,17,2885,2017-07-12,True,Approved,Solex,Standard,high,medium,1024.66,+ACQ-614.80,40670.0
5487,6306,81,321,2017-06-11,True,Approved,Norco Bicycles,Standard,medium,small,586.45,+ACQ-521.94,38002.0
5488,6307,37,1002,2017-03-17,True,Approved,OHM Cycles,Standard,low,medium,1793.43,+ACQ-248.82,35560.0
5489,6308,82,412,2017-02-13,True,Approved,Giant Bicycles,Road,medium,medium,1538.99,+ACQ-829.65,42404.0
5490,6309,69,3500,2017-01-09,True,Approved,Giant Bicycles,Road,medium,medium,792.9,+ACQ-594.68,33879.0
5491,6310,45,1539,2017-06-13,True,Approved,Solex,Standard,medium,medium,441.49,+ACQ-84.99,41009.0
5492,6311,69,2537,2017-06-15,False,Approved,Giant Bicycles,Road,medium,medium,792.9,+ACQ-594.68,41922.0
5493,6314,38,672,2017-02-25,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,+ACQ-388.92,33259.0
5494,6316,79,1986,2017-08-31,True,Approved,Norco Bicycles,Standard,medium,medium,1555.58,+ACQ-818.01,37873.0
5495,6317,36,607,2017-08-03,False,Approved,Solex,Standard,low,medium,945.04,+ACQ-507.58,35052.0
5496,6318,17,938,2017-09-13,False,Approved,Solex,Standard,high,medium,1024.66,+ACQ-614.80,35378.0
5497,6319,90,1255,2017-04-16,False,Approved,Norco Bicycles,Standard,low,medium,363.01,+ACQ-290.41,38482.0
5498,6320,59,335,2017-01-20,True,Approved,Solex,Standard,medium,large,1061.56,+ACQ-733.58,34170.0
5499,6322,56,1218,2017-10-12,False,Approved,OHM Cycles,Standard,medium,medium,183.86,+ACQ-137.90,40779.0
5500,6323,19,467,2017-02-28,False,Approved,OHM Cycles,Road,high,large,12.01,+ACQ-7.21,39880.0
5501,6324,87,1123,2017-03-22,True,Approved,Giant Bicycles,Standard,high,medium,1179.0,+ACQ-707.40,35667.0
5502,6326,62,2547,2017-01-25,True,Approved,Solex,Standard,medium,medium,478.16,+ACQ-298.72,33879.0
5503,6327,43,3441,2017-01-25,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,+ACQ-818.01,42218.0
5504,6328,61,249,2017-01-24,False,Approved,Norco Bicycles,Standard,medium,small,586.45,+ACQ-521.94,33429.0
5505,6329,1,762,2017-05-12,True,Approved,Giant Bicycles,Standard,medium,medium,1403.5,+ACQ-954.82,38573.0
5506,6330,6,843,2017-09-29,False,Approved,OHM Cycles,Standard,high,medium,227.88,+ACQ-136.73,41701.0
5507,6331,31,2949,2017-12-17,True,Approved,Giant Bicycles,Standard,medium,medium,230.91,+ACQ-173.18,39031.0
5508,6332,95,383,2017-05-01,True,Approved,Giant Bicycles,Standard,medium,large,569.56,+ACQ-528.43,37874.0
5509,6333,11,3163,2017-06-13,False,Approved,Giant Bicycles,Standard,high,medium,1274.93,+ACQ-764.96,39298.0
5510,6334,38,2784,2017-03-10,False,Approved,Solex,Standard,medium,medium,1577.53,+ACQ-826.51,40618.0
5511,6335,57,1961,2017-02-04,True,Approved,WeareA2B,Touring,medium,large,1890.39,+ACQ-260.14,41047.0
5512,6337,95,2464,2017-07-18,True,Approved,Giant Bicycles,Standard,medium,large,569.56,+ACQ-528.43,37874.0
5513,6339,66,2316,2017-11-14,False,Approved,Giant Bicycles,Road,low,small,590.26,+ACQ-525.33,42710.0
5514,6340,36,1973,2017-01-28,True,Approved,Solex,Standard,low,medium,1289.85,+ACQ-74.51,38573.0
5515,6341,61,649,2017-03-17,True,Approved,OHM Cycles,Standard,low,medium,71.16,+ACQ-56.93,42172.0
5516,6342,61,1522,2017-11-25,False,Approved,OHM Cycles,Standard,low,medium,71.16,+ACQ-56.93,42172.0
5517,6343,65,1602,2017-09-21,False,Cancelled,WeareA2B,Standard,medium,medium,1807.45,+ACQ-778.69,42145.0
5518,6344,49,1629,2017-12-29,True,Approved,Trek Bicycles,Road,medium,medium,533.51,+ACQ-400.13,41064.0
5519,6345,46,2349,2017-11-06,False,Approved,OHM Cycles,Standard,low,medium,1793.43,+ACQ-248.82,36361.0
5520,6346,89,2106,2017-11-12,True,Approved,Giant Bicycles,Standard,medium,large,1812.75,+ACQ-582.48,40336.0
5521,6347,3,2007,2017-12-07,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,+ACQ-388.92,40784.0
5522,6348,54,897,2017-08-21,False,Approved,WeareA2B,Standard,medium,medium,1292.84,+ACQ-13.44,39915.0
5523,6350,22,2800,2017-10-05,False,Approved,WeareA2B,Standard,medium,medium,60.34,+ACQ-45.26,34165.0
5524,6351,86,1204,2017-06-13,True,Approved,OHM Cycles,Standard,medium,medium,235.63,+ACQ-125.07,37626.0
5525,6352,79,733,2017-05-23,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,+ACQ-818.01,37873.0
5526,6353,64,2604,2017-02-01,True,Approved,Trek Bicycles,Standard,medium,large,1469.44,+ACQ-596.55,42105.0
5527,6354,27,1864,2017-09-13,True,Approved,Trek Bicycles,Standard,medium,medium,499.53,+ACQ-388.72,36334.0
5528,6355,1,498,2017-01-18,True,Approved,Giant Bicycles,Touring,medium,large,1873.97,+ACQ-863.95,42226.0
5529,6356,6,1471,2017-09-20,False,Approved,OHM Cycles,Standard,high,medium,227.88,+ACQ-136.73,37659.0
5530,6357,81,1242,2017-11-10,True,Approved,Solex,Standard,medium,medium,1151.96,+ACQ-649.49,34071.0
5531,6358,59,1207,2017-10-17,False,Approved,Solex,Standard,medium,large,1061.56,+ACQ-733.58,34170.0
5532,6359,88,3039,2017-03-31,True,Approved,Norco Bicycles,Standard,medium,medium,1198.46,+ACQ-381.10,36145.0
5533,6360,78,486,2017-03-10,False,Approved,Giant Bicycles,Standard,medium,large,1765.3,+ACQ-709.48,37873.0
5534,6361,17,3114,2017-08-12,False,Approved,Solex,Standard,high,medium,1024.66,+ACQ-614.80,40303.0
5535,6362,19,611,2017-11-23,True,Approved,OHM Cycles,Road,high,large,12.01,+ACQ-7.21,42404.0
5536,6363,74,1182,2017-11-16,False,Approved,WeareA2B,Standard,medium,medium,1228.07,+ACQ-400.91,38859.0
5537,6365,85,2731,2017-12-27,False,Approved,WeareA2B,Standard,medium,medium,752.64,+ACQ-205.36,36145.0
5538,6366,0,1013,2017-03-14,True,Approved,OHM Cycles,Standard,medium,medium,183.86,+ACQ-137.90,35707.0
5539,6367,0,1390,2017-08-26,False,Approved,Solex,Standard,medium,medium,478.16,+ACQ-298.72,40487.0
5540,6368,36,2966,2017-11-28,True,Approved,Solex,Standard,low,medium,945.04,+ACQ-507.58,36361.0
5541,6369,41,631,2017-12-14,True,Approved,Solex,Road,medium,medium,416.98,+ACQ-312.74,35560.0
5542,6370,41,609,2017-03-14,True,Approved,Solex,Road,medium,medium,416.98,+ACQ-312.74,35560.0
5543,6371,25,609,2017-11-24,False,Approved,Giant Bicycles,Road,medium,medium,1538.99,+ACQ-829.65,42404.0
5544,6372,0,1714,2017-01-11,False,Approved,Solex,Standard,medium,medium,71.49,+ACQ-53.62,41245.0
5545,6373,30,2851,2017-12-21,False,Approved,Solex,Standard,high,medium,748.17,+ACQ-448.90,33888.0
5546,6374,52,3283,2017-09-05,False,Approved,OHM Cycles,Road,medium,medium,1280.28,+ACQ-829.51,37220.0
5547,6375,45,867,2017-01-03,True,Approved,Solex,Standard,medium,medium,441.49,+ACQ-84.99,34071.0
5548,6376,50,2418,2017-06-06,False,Approved,WeareA2B,Standard,medium,small,175.89,+ACQ-131.92,37668.0
5549,6377,36,3064,2017-02-25,True,Approved,Solex,Standard,low,medium,945.04,+ACQ-507.58,40672.0
5550,6378,94,65,2017-02-20,False,Approved,Giant Bicycles,Standard,medium,large,1635.3,+ACQ-993.66,41848.0
5551,6379,69,3093,2017-01-20,False,Approved,Norco Bicycles,Road,medium,large,1240.31,+ACQ-795.10,41533.0
5552,6381,23,2755,2017-08-06,True,Approved,Norco Bicycles,Mountain,low,small,688.63,+ACQ-612.88,42696.0
5553,6382,50,1432,2017-07-21,True,Approved,Giant Bicycles,Standard,medium,medium,642.7,+ACQ-211.37,34527.0
5554,6383,7,3117,2017-06-08,True,Approved,Trek Bicycles,Road,low,medium,980.37,+ACQ-234.43,39298.0
5555,6384,93,2386,2017-02-22,False,Approved,WeareA2B,Standard,medium,medium,1065.03,+ACQ-230.09,36833.0
5556,6385,70,233,2017-09-01,True,Approved,Trek Bicycles,Standard,high,medium,495.72,+ACQ-297.43,42105.0
5557,6386,21,1137,2017-12-25,False,Approved,Solex,Standard,medium,large,1071.23,+ACQ-380.74,35160.0
5558,6387,54,1103,2017-11-17,True,Approved,WeareA2B,Standard,medium,medium,1807.45,+ACQ-778.69,40410.0
5559,6388,66,2544,2017-02-14,True,Approved,Giant Bicycles,Road,low,small,590.26,+ACQ-525.33,40410.0
5560,6389,70,2036,2017-06-04,True,Approved,Trek Bicycles,Standard,high,medium,495.72,+ACQ-297.43,42105.0
5561,6390,49,3180,2017-08-07,False,Approved,Trek Bicycles,Road,medium,medium,533.51,+ACQ-400.13,37220.0
5562,6392,32,1472,2017-07-03,False,Approved,Giant Bicycles,Standard,medium,medium,642.7,+ACQ-211.37,37337.0
5563,6393,76,397,2017-02-03,False,Approved,WeareA2B,Standard,low,medium,642.31,+ACQ-513.85,33429.0
5564,6394,82,769,2017-02-23,False,Approved,Norco Bicycles,Standard,high,medium,1148.64,+ACQ-689.18,33879.0
5565,6396,0,2196,2017-03-11,True,Approved,Solex,Standard,medium,medium,478.16,+ACQ-298.72,38573.0
5566,6397,27,684,2017-03-07,True,Approved,Trek Bicycles,Standard,medium,medium,499.53,+ACQ-388.72,36334.0
5567,6398,72,2575,2017-12-20,False,Approved,OHM Cycles,Standard,medium,medium,912.52,+ACQ-141.40,34143.0
5568,6399,66,1098,2017-06-08,True,Approved,Giant Bicycles,Road,low,small,590.26,+ACQ-525.33,33879.0
5569,6400,22,3101,2017-03-13,False,Approved,Solex,Standard,medium,medium,575.27,+ACQ-431.45,41345.0
5570,6401,6,723,2017-02-22,False,Approved,OHM Cycles,Standard,high,medium,227.88,+ACQ-136.73,37838.0
5571,6402,46,2569,2017-05-20,True,Approved,Solex,Standard,low,medium,1289.85,+ACQ-74.51,39427.0
5572,6403,24,711,2017-10-08,False,Approved,Solex,Road,medium,large,1777.8,+ACQ-820.78,40670.0
5573,6404,87,2929,2017-05-27,False,Approved,Giant Bicycles,Standard,high,medium,1179.0,+ACQ-707.40,35667.0
5574,6405,59,1843,2017-09-09,False,Approved,Solex,Standard,medium,large,1061.56,+ACQ-733.58,40670.0
5575,6406,4,1056,2017-01-03,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,+ACQ-677.48,38573.0
5576,6407,52,594,2017-01-14,True,Approved,OHM Cycles,Road,medium,medium,1280.28,+ACQ-829.51,37220.0
5577,6408,52,1443,2017-08-05,True,Approved,OHM Cycles,Road,medium,medium,1280.28,+ACQ-829.51,40779.0
5578,6409,78,3113,2017-06-19,False,Approved,Giant Bicycles,Standard,medium,large,1765.3,+ACQ-709.48,33429.0
5579,6411,5,2829,2017-08-08,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,+ACQ-677.48,38573.0
5580,6412,100,2385,2017-07-21,True,Approved,Norco Bicycles,Road,medium,medium,1036.59,+ACQ-206.35,33364.0
5581,6413,29,1190,2017-04-30,True,Approved,Norco Bicycles,Road,medium,medium,543.39,+ACQ-407.54,36361.0
5582,6414,23,1879,2017-10-26,False,Approved,Norco Bicycles,Standard,medium,medium,1198.46,+ACQ-381.10,36145.0
5583,6415,66,924,2017-06-26,False,Approved,Giant Bicycles,Road,low,small,590.26,+ACQ-525.33,40487.0
5584,6416,32,1742,2017-11-01,False,Approved,Giant Bicycles,Standard,high,medium,1179.0,+ACQ-707.40,35667.0
5585,6417,17,1090,2017-09-02,True,Approved,Solex,Standard,high,medium,1024.66,+ACQ-614.80,35378.0
5586,6418,0,2358,2017-05-14,False,Approved,Solex,Standard,medium,medium,100.35,+ACQ-75.26,37874.0
5587,6420,98,1444,2017-11-22,False,Approved,Trek Bicycles,Standard,high,medium,358.39,+ACQ-215.03,38002.0
5588,6421,95,1316,2017-02-05,False,Approved,OHM Cycles,Touring,low,medium,1073.07,+ACQ-933.84,33429.0
5589,6422,29,3210,2017-03-06,False,Approved,Norco Bicycles,Road,medium,medium,543.39,+ACQ-407.54,42696.0
5590,6424,91,2421,2017-02-06,False,Approved,Solex,Standard,medium,medium,100.35,+ACQ-75.26,41434.0
5591,6425,23,1207,2017-12-17,False,Approved,Norco Bicycles,Mountain,low,small,688.63,+ACQ-612.88,34244.0
5592,6426,39,3114,2017-02-09,True,Approved,Giant Bicycles,Standard,medium,large,1812.75,+ACQ-582.48,39427.0
5593,6431,4,392,2017-04-13,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,+ACQ-677.48,38573.0
5594,6434,58,2452,2017-11-15,True,Approved,OHM Cycles,Standard,medium,medium,912.52,+ACQ-141.40,42295.0
5595,6435,36,3332,2017-02-18,False,Approved,Solex,Standard,low,medium,945.04,+ACQ-507.58,35052.0
5596,6436,32,700,2017-09-03,False,Approved,Giant Bicycles,Standard,medium,medium,642.7,+ACQ-211.37,37337.0
5597,6437,5,2867,2017-03-16,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,+ACQ-677.48,38573.0
5598,6438,46,3224,2017-04-01,True,Approved,Solex,Standard,low,medium,1289.85,+ACQ-74.51,39427.0
5599,6439,43,1339,2017-02-05,True,Approved,Norco Bicycles,Standard,medium,medium,1555.58,+ACQ-818.01,37873.0
5600,6440,17,1582,2017-06-30,False,Approved,Solex,Standard,high,medium,1024.66,+ACQ-614.80,35378.0
5601,6441,67,935,2017-09-08,False,Approved,Norco Bicycles,Road,medium,medium,544.05,+ACQ-376.84,42560.0
5602,6442,100,3058,2017-05-19,False,Approved,Norco Bicycles,Road,medium,medium,1036.59,+ACQ-206.35,40553.0
5603,6444,1,2793,2017-10-12,True,Approved,Giant Bicycles,Standard,medium,medium,1403.5,+ACQ-954.82,41245.0
5604,6445,4,1179,2017-12-23,False,Approved,Solex,Standard,medium,medium,1483.2,+ACQ-99.59,37838.0
5605,6447,85,1646,2017-03-29,False,Approved,WeareA2B,Standard,medium,medium,752.64,+ACQ-205.36,36145.0
5606,6448,50,649,2017-12-19,False,Approved,WeareA2B,Standard,medium,small,175.89,+ACQ-131.92,42295.0
5607,6449,67,517,2017-05-14,False,Approved,Norco Bicycles,Road,medium,medium,544.05,+ACQ-376.84,40410.0
5608,6450,54,153,2017-01-09,True,Approved,WeareA2B,Standard,medium,medium,1292.84,+ACQ-13.44,39915.0
5609,6451,35,1106,2017-08-13,True,Approved,Trek Bicycles,Standard,low,medium,1057.51,+ACQ-154.40,34527.0
5610,6452,32,3141,2017-07-08,True,Approved,Giant Bicycles,Standard,medium,medium,642.7,+ACQ-211.37,33888.0
5611,6453,1,555,2017-07-18,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,+ACQ-954.82,42688.0
5612,6454,1,1115,2017-08-08,True,Approved,Giant Bicycles,Touring,medium,large,1873.97,+ACQ-863.95,41533.0
5613,6455,88,2311,2017-07-22,True,Approved,Norco Bicycles,Standard,medium,medium,1198.46,+ACQ-381.10,36145.0
5614,6456,74,2138,2017-08-28,True,Approved,WeareA2B,Standard,medium,medium,1762.96,+ACQ-950.52,41848.0
5615,6457,39,445,2017-02-18,True,Approved,Giant Bicycles,Standard,medium,large,1812.75,+ACQ-582.48,40336.0
5616,6459,50,1745,2017-01-01,False,Approved,WeareA2B,Standard,medium,small,175.89,+ACQ-131.92,37668.0
5617,6460,26,1084,2017-04-12,True,Approved,WeareA2B,Standard,medium,medium,1992.93,+ACQ-762.63,34115.0
5618,6461,56,1551,2017-08-22,True,Approved,OHM Cycles,Standard,medium,medium,183.86,+ACQ-137.90,35707.0
5619,6462,0,3239,2017-12-28,True,Approved,Norco Bicycles,Standard,low,medium,363.01,+ACQ-290.41,38482.0
5620,6463,79,525,2017-07-16,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,+ACQ-818.01,37873.0
5621,6464,0,413,2017-01-06,False,Approved,WeareA2B,Standard,medium,small,175.89,+ACQ-131.92,42295.0
5622,6465,75,583,2017-10-02,True,Approved,Giant Bicycles,Touring,medium,large,1873.97,+ACQ-863.95,38859.0
5623,6466,10,428,2017-08-13,True,Approved,Solex,Standard,medium,medium,1945.43,+ACQ-333.18,38193.0
5624,6467,0,1596,2017-07-20,False,Approved,Norco Bicycles,Road,medium,medium,544.05,+ACQ-376.84,38859.0
5625,6469,24,2635,2017-05-20,True,Approved,Solex,Road,medium,large,1777.8,+ACQ-820.78,40670.0
5626,6470,38,1572,2017-06-21,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,+ACQ-388.92,38991.0
5627,6471,0,406,2017-03-26,False,Approved,Giant Bicycles,Standard,medium,large,569.56,+ACQ-528.43,37874.0
5628,6473,85,1956,2017-07-17,False,Approved,WeareA2B,Standard,medium,medium,752.64,+ACQ-205.36,36367.0
5629,6474,6,2427,2017-02-14,False,Approved,Solex,Standard,high,medium,748.17,+ACQ-448.90,35052.0
5630,6475,6,3370,2017-04-05,False,Approved,Solex,Standard,high,medium,748.17,+ACQ-448.90,36361.0
5631,6476,31,1530,2017-11-17,True,Approved,Giant Bicycles,Standard,medium,medium,230.91,+ACQ-173.18,34527.0
5632,6477,45,1049,2017-07-09,True,Approved,Solex,Standard,medium,medium,441.49,+ACQ-84.99,34071.0
5633,6478,50,328,2017-02-03,False,Approved,WeareA2B,Standard,medium,small,175.89,+ACQ-131.92,37668.0
5634,6479,29,2365,2017-12-29,True,Approved,Norco Bicycles,Road,medium,medium,543.39,+ACQ-407.54,37337.0
5635,6480,72,1684,2017-02-28,True,Approved,Norco Bicycles,Standard,medium,medium,360.4,+ACQ-270.30,42710.0
5636,6481,35,2664,2017-01-10,False,Approved,Trek Bicycles,Standard,low,medium,1057.51,+ACQ-154.40,34527.0
5637,6482,26,1799,2017-11-08,False,Approved,WeareA2B,Standard,medium,medium,1992.93,+ACQ-762.63,34115.0
5638,6483,74,632,2017-04-19,False,Approved,WeareA2B,Standard,medium,medium,1228.07,+ACQ-400.91,34527.0
5639,6484,53,3262,2017-12-16,False,Approved,OHM Cycles,Standard,medium,medium,795.34,+ACQ-101.58,35470.0
5640,6485,24,2406,2017-09-10,False,Approved,Solex,Road,medium,large,1777.8,+ACQ-820.78,33455.0
5641,6486,11,1812,2017-06-10,True,Approved,Giant Bicycles,Standard,high,medium,1274.93,+ACQ-764.96,39298.0
5642,6487,53,311,2017-06-17,True,Approved,Giant Bicycles,Standard,high,medium,1274.93,+ACQ-764.96,39298.0
5643,6488,17,2433,2017-12-04,False,Approved,WeareA2B,Touring,medium,large,1362.99,+ACQ-57.74,36367.0
5644,6489,3,2590,2017-11-10,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,+ACQ-388.92,33429.0
5645,6490,38,3484,2017-06-20,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,+ACQ-388.92,37698.0
5646,6492,41,2398,2017-01-14,True,Approved,Norco Bicycles,Standard,low,medium,958.74,+ACQ-748.90,38693.0
5647,6493,54,1262,2017-11-17,True,Approved,WeareA2B,Standard,medium,medium,1807.45,+ACQ-778.69,42105.0
5648,6494,25,369,2017-09-20,True,Approved,Giant Bicycles,Road,medium,medium,1538.99,+ACQ-829.65,42404.0
5649,6495,69,327,2017-08-06,True,Approved,Giant Bicycles,Road,medium,medium,792.9,+ACQ-594.68,33879.0
5650,6496,62,1725,2017-04-12,True,Cancelled,Solex,Standard,high,medium,1024.66,+ACQ-614.80,40670.0
5651,6497,81,1063,2017-10-04,True,Approved,Norco Bicycles,Standard,medium,small,586.45,+ACQ-521.94,42218.0
5652,6499,32,605,2017-10-20,True,Approved,Giant Bicycles,Standard,medium,medium,642.7,+ACQ-211.37,40618.0
5653,6501,59,1590,2017-10-05,False,Approved,Solex,Standard,medium,large,1061.56,+ACQ-733.58,34244.0
5654,6502,90,1821,2017-11-16,True,Approved,Solex,Standard,low,medium,945.04,+ACQ-507.58,40672.0
5655,6503,7,1923,2017-12-15,True,Approved,Trek Bicycles,Road,low,medium,980.37,+ACQ-234.43,38258.0
5656,6504,57,1496,2017-09-06,True,Approved,WeareA2B,Touring,medium,large,1890.39,+ACQ-260.14,34586.0
5657,6505,0,2767,2017-05-21,False,Approved,Trek Bicycles,Standard,high,medium,358.39,+ACQ-215.03,38002.0
5658,6506,6,1358,2017-04-26,False,Approved,Solex,Standard,high,medium,748.17,+ACQ-448.90,33552.0
5659,6508,79,979,2017-05-30,False,Approved,Solex,Touring,medium,large,2083.94,+ACQ-675.03,41533.0
5660,6509,26,3058,2017-02-02,True,Approved,WeareA2B,Standard,medium,medium,1992.93,+ACQ-762.63,38193.0
5661,6510,77,2411,2017-05-11,False,Approved,WeareA2B,Standard,medium,medium,1769.64,+ACQ-108.76,40672.0
5662,6511,59,1155,2017-09-07,False,Approved,Solex,Standard,medium,large,1061.56,+ACQ-733.58,40487.0
5663,6512,32,1152,2017-06-13,True,Approved,Giant Bicycles,Standard,medium,medium,642.7,+ACQ-211.37,38750.0
5664,6514,57,2843,2017-12-09,False,Approved,WeareA2B,Touring,medium,large,1890.39,+ACQ-260.14,42145.0
5665,6515,100,327,2017-12-14,True,Approved,Norco Bicycles,Road,medium,medium,1036.59,+ACQ-206.35,33364.0
5666,6516,32,2207,2017-03-14,False,Approved,Giant Bicycles,Standard,medium,medium,642.7,+ACQ-211.37,34527.0
5667,6517,29,1365,2017-05-27,True,Approved,Norco Bicycles,Road,medium,medium,543.39,+ACQ-407.54,42696.0
5668,6518,40,1103,2017-11-28,True,Approved,Trek Bicycles,Road,medium,large,1894.19,+ACQ-598.76,33259.0
5669,6519,34,760,2017-08-25,False,Approved,Norco Bicycles,Road,high,large,774.53,+ACQ-464.72,39526.0
5670,6520,32,1726,2017-08-14,False,Approved,Giant Bicycles,Standard,high,medium,1179.0,+ACQ-707.40,35667.0
5671,6521,82,3050,2017-09-09,True,Approved,Giant Bicycles,Road,medium,medium,1538.99,+ACQ-829.65,42404.0
5672,6522,79,1205,2017-09-18,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,+ACQ-818.01,37873.0
5673,6523,95,1274,2017-02-03,False,Approved,Giant Bicycles,Standard,medium,large,569.56,+ACQ-528.43,37874.0
5674,6524,31,1270,2017-06-08,True,Approved,Giant Bicycles,Standard,medium,medium,230.91,+ACQ-173.18,39031.0
5675,6525,79,1853,2017-04-05,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,+ACQ-818.01,35667.0
5676,6526,57,109,2017-08-16,True,Approved,WeareA2B,Touring,medium,large,1890.39,+ACQ-260.14,36146.0
5677,6527,67,2070,2017-12-26,True,Approved,Norco Bicycles,Road,medium,medium,544.05,+ACQ-376.84,37659.0
5678,6528,96,263,2017-05-11,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,+ACQ-993.66,41434.0
